crime_id,date,time,hour,day_of_week,month,year,latitude,longitude,zone,district,crime_type,crime_severity,weather,is_festival_day,is_weekend,is_night,nearby_police_station_distance_km,population_density,street_lighting,unemployment_index,alcohol_outlet_nearby,crime_occurred
CR000159,2023-03-03,10:56:07,10,Friday,3,2023,12.98836,80.27015,East,Besant Nagar,Vehicle-theft,4,Clear,0,0,0,1.55,Low,Good,0.21,1,1
CR000160,2022-12-01,10:24:41,10,Thursday,12,2022,13.055158,80.242869,Central,Nungambakkam,Kidnapping,9,Rainy,0,0,0,5.54,High,Good,0.25,1,1
CR000161,2021-06-12,04:11:43,4,Saturday,6,2021,13.054376,80.218778,Central,Nungambakkam,Burglary,5,Hot,0,1,1,1.02,Medium,Moderate,0.26,0,1
CR000162,2024-03-15,16:03:25,16,Friday,3,2024,13.108403,80.259818,North,Washermanpet,Drug-offense,6,Clear,0,0,0,2.24,Low,Moderate,0.33,1,1
CR000163,2022-04-17,19:57:11,19,Sunday,4,2022,13.105728,80.296735,North,Royapuram,Vehicle-theft,4,Rainy,0,1,1,2.1,Medium,Poor,0.25,0,1
CR000164,2020-04-25,19:54:17,19,Saturday,4,2020,12.93238,80.128794,South,Tambaram,Kidnapping,9,Clear,0,1,1,1.59,Medium,Poor,0.37,0,1
CR000165,2020-12-10,10:05:22,10,Thursday,12,2020,12.950344,80.129558,South,Tambaram,Theft,4,Hot,0,0,0,0.76,Medium,Good,0.15,1,1
CR000166,2021-05-30,22:40:30,22,Sunday,5,2021,13.084887,80.260457,North,Perambur,Theft,3,Hot,0,1,1,3.32,Low,Moderate,0.06,1,1
CR000167,2024-01-16,03:58:59,3,Tuesday,1,2024,13.11951,80.255207,North,Perambur,Theft,5,Clear,1,0,1,2.53,Low,Moderate,0.33,1,1
CR000168,2019-11-01,13:57:24,13,Friday,11,2019,13.113579,80.221695,West,Anna Nagar,Drug-offense,9,Hot,0,0,0,5.75,Very High,Poor,0.34,0,1
CR000169,2021-11-29,13:57:18,13,Monday,11,2021,13.066796,80.284376,Central,Egmore,Robbery,8,Hot,0,0,0,5.5,Medium,Poor,0.4,0,1
CR000170,2021-10-09,18:31:56,18,Saturday,10,2021,13.048282,80.244668,East,Marina,Kidnapping,10,Foggy,0,1,0,2.3,Medium,Good,0.19,1,1
CR000171,2019-01-22,09:16:49,9,Tuesday,1,2019,13.052761,80.285519,Central,Triplicane,Vehicle-theft,7,Rainy,0,0,0,2.93,Very High,Moderate,0.28,0,1
CR000172,2024-04-19,00:08:54,0,Friday,4,2024,13.122293,80.129328,West,Ambattur,Fraud,4,Clear,0,0,1,5.18,Very High,Moderate,0.19,1,1
CR000173,2019-10-14,01:33:26,1,Monday,10,2019,13.097501,80.32074,North,Royapuram,Eve-teasing,4,Foggy,0,0,1,2.9,Medium,Poor,0.36,1,1
CR000174,2021-04-18,16:25:08,16,Sunday,4,2021,12.99074,80.220316,East,Thiruvanmiyur,Theft,5,Rainy,0,1,0,4.51,Low,Good,0.35,1,1
CR000175,2021-01-29,06:27:17,6,Friday,1,2021,13.01468,80.263245,Central,Mylapore,Assault,7,Clear,0,0,0,4.23,Low,Moderate,0.31,1,1
CR000176,2024-11-27,00:38:26,0,Wednesday,11,2024,13.053271,80.171172,West,K.K. Nagar,Assault,5,Hot,0,0,1,5.9,Medium,Moderate,0.29,1,1
CR000177,2023-10-03,00:35:19,0,Tuesday,10,2023,13.11796,80.287356,North,Royapuram,Eve-teasing,5,Clear,0,0,1,5.55,Low,Poor,0.31,0,1
CR000178,2020-05-19,19:50:58,19,Tuesday,5,2020,13.017928,80.236324,South,Adyar,Murder,8,Rainy,0,0,1,2.39,Low,Good,0.08,1,1
CR000179,2019-09-27,16:05:31,16,Friday,9,2019,13.024404,80.279199,East,Besant Nagar,Theft,6,Rainy,0,0,0,1.32,Medium,Good,0.08,0,1
CR000180,2019-08-05,07:17:53,7,Monday,8,2019,13.035815,80.243637,South,T.Nagar,Fraud,5,Rainy,0,0,0,3.9,High,Moderate,0.08,1,1
CR000181,2024-04-20,12:45:54,12,Saturday,4,2024,13.16742,80.332133,North,Tiruvottiyur,Robbery,7,Foggy,0,1,0,1.75,Medium,Poor,0.09,0,1
CR000182,2019-12-21,20:47:04,20,Saturday,12,2019,13.024475,80.281552,South,T.Nagar,Vehicle-theft,7,Rainy,0,1,1,2.88,Low,Moderate,0.37,0,1
CR000183,2022-04-01,00:51:38,0,Friday,4,2022,13.073986,80.293514,Central,Triplicane,Fraud,5,Foggy,0,0,1,2.88,High,Good,0.26,0,1
CR000184,2022-07-12,11:39:24,11,Tuesday,7,2022,13.097206,80.257131,North,Washermanpet,Fraud,5,Clear,0,0,0,1.5,Medium,Moderate,0.37,0,1
CR000185,2023-05-22,14:51:31,14,Monday,5,2023,13.042789,80.268207,East,Marina,Robbery,7,Rainy,0,0,0,3.88,Low,Poor,0.25,0,1
CR000186,2019-08-09,15:01:35,15,Friday,8,2019,12.97655,80.242172,South,Velachery,Eve-teasing,2,Clear,0,0,0,5.38,Low,Moderate,0.18,0,1
CR000187,2024-03-17,17:49:55,17,Sunday,3,2024,12.980172,80.270422,East,Besant Nagar,Kidnapping,9,Clear,0,1,0,2.14,Medium,Good,0.07,0,1
CR000188,2024-07-27,21:18:40,21,Saturday,7,2024,12.922562,80.115961,South,Tambaram,Vehicle-theft,5,Rainy,0,1,1,4.69,Low,Good,0.23,0,1
CR000189,2021-12-28,22:09:56,22,Tuesday,12,2021,13.113445,80.276185,North,Perambur,Eve-teasing,3,Foggy,0,0,1,2.89,Low,Poor,0.32,0,1
CR000190,2022-08-21,05:10:34,5,Sunday,8,2022,12.968116,80.200949,South,Velachery,Assault,7,Clear,0,1,1,3.31,Medium,Good,0.15,0,1
CR000191,2019-11-01,15:17:46,15,Friday,11,2019,13.063998,80.253095,Central,Nungambakkam,Robbery,7,Hot,0,0,0,0.78,Very High,Poor,0.36,1,1
CR000192,2022-10-26,03:09:23,3,Wednesday,10,2022,13.018401,80.254156,Central,Mylapore,Robbery,6,Rainy,0,0,1,3.08,Low,Poor,0.23,1,1
CR000193,2021-08-02,07:03:26,7,Monday,8,2021,13.132046,80.129869,West,Ambattur,Theft,4,Hot,0,0,0,2.58,Low,Poor,0.35,1,1
CR000194,2021-05-04,00:51:53,0,Tuesday,5,2021,13.121177,80.316706,North,Washermanpet,Murder,9,Foggy,0,0,1,3.97,Low,Poor,0.4,1,1
CR000195,2023-10-11,05:33:12,5,Wednesday,10,2023,13.000647,80.231089,South,Guindy,Assault,8,Rainy,0,0,1,2.95,Very High,Good,0.25,0,1
CR000196,2021-02-11,06:12:45,6,Thursday,2,2021,12.988278,80.254904,South,Adyar,Vehicle-theft,7,Rainy,0,0,0,5.57,Medium,Good,0.11,0,1
CR000197,2021-09-22,18:43:34,18,Wednesday,9,2021,13.039828,80.262868,Central,Mylapore,Burglary,8,Hot,0,0,0,2.12,Low,Moderate,0.19,0,1
CR000198,2022-04-13,09:25:36,9,Wednesday,4,2022,13.061821,80.261117,Central,Triplicane,Assault,9,Hot,0,0,0,4.34,High,Poor,0.06,0,1
CR000199,2021-05-27,20:00:09,20,Thursday,5,2021,12.987045,80.254277,East,Thiruvanmiyur,Vehicle-theft,6,Rainy,0,0,1,4.13,Medium,Good,0.26,0,1
CR000200,2024-06-19,11:59:35,11,Wednesday,6,2024,13.081175,80.267697,Central,Egmore,Burglary,6,Foggy,0,0,0,5.02,Low,Poor,0.14,1,1
CR000201,2021-03-08,08:32:59,8,Monday,3,2021,13.066867,80.194631,West,Anna Nagar,Eve-teasing,3,Foggy,0,0,0,2.59,Very High,Moderate,0.07,0,1
CR000202,2021-06-12,15:38:15,15,Saturday,6,2021,12.976888,80.235953,South,Velachery,Burglary,5,Clear,0,1,0,0.87,Medium,Poor,0.21,0,1
CR000203,2023-01-01,11:39:05,11,Sunday,1,2023,13.158325,80.306242,North,Tiruvottiyur,Vehicle-theft,5,Rainy,1,1,0,4.78,Low,Good,0.17,0,1
CR000204,2023-12-06,22:59:22,22,Wednesday,12,2023,13.112098,80.302427,North,Royapuram,Assault,8,Hot,0,0,1,1.87,Medium,Good,0.32,0,1
CR000205,2024-03-18,08:45:58,8,Monday,3,2024,13.133056,80.280489,North,Tiruvottiyur,Vehicle-theft,4,Rainy,0,0,0,4.19,Low,Good,0.3,1,1
CR000206,2020-10-19,02:08:47,2,Monday,10,2020,12.995183,80.190831,South,Velachery,Kidnapping,10,Hot,1,0,1,4.43,Low,Poor,0.08,1,1
CR000207,2019-05-21,15:51:35,15,Tuesday,5,2019,13.053043,80.231151,South,T.Nagar,Murder,8,Rainy,0,0,0,2.16,Medium,Good,0.19,0,1
CR000208,2020-10-01,14:23:38,14,Thursday,10,2020,12.986236,80.285658,East,Thiruvanmiyur,Burglary,7,Hot,0,0,0,4.28,Medium,Moderate,0.28,0,1
CR000209,2023-02-19,10:37:54,10,Sunday,2,2023,13.025766,80.061606,West,Porur,Drug-offense,6,Hot,0,1,0,3.94,Low,Moderate,0.15,1,1
CR000210,2020-12-22,09:39:32,9,Tuesday,12,2020,13.070417,80.188577,West,Anna Nagar,Drug-offense,7,Rainy,0,0,0,4.37,High,Poor,0.14,1,1
CR000211,2021-09-14,10:33:33,10,Tuesday,9,2021,12.990357,80.223191,South,Guindy,Kidnapping,8,Rainy,0,0,0,4.72,Medium,Good,0.39,1,1
CR000212,2022-07-12,06:40:12,6,Tuesday,7,2022,13.044557,80.255224,South,T.Nagar,Drug-offense,8,Hot,0,0,0,2.26,Low,Moderate,0.07,0,1
CR000213,2022-07-11,04:05:55,4,Monday,7,2022,13.068109,80.235445,Central,Nungambakkam,Vehicle-theft,6,Rainy,0,0,1,1.09,Low,Good,0.15,1,1
CR000214,2023-12-22,08:55:11,8,Friday,12,2023,13.103183,80.268864,North,Washermanpet,Murder,10,Hot,0,0,0,4.15,Low,Good,0.3,1,1
CR000215,2022-11-11,05:47:20,5,Friday,11,2022,13.043114,80.276443,Central,Triplicane,Burglary,5,Foggy,0,0,1,3.73,Low,Moderate,0.39,0,1
CR000216,2019-04-30,17:38:43,17,Tuesday,4,2019,13.109586,80.133759,West,Ambattur,Murder,9,Hot,0,0,0,1.3,Low,Poor,0.24,1,1
CR000217,2020-12-02,15:54:42,15,Wednesday,12,2020,13.128258,80.325275,North,Royapuram,Vehicle-theft,4,Clear,0,0,0,4.19,Low,Moderate,0.21,1,1
CR000218,2019-09-05,17:19:58,17,Thursday,9,2019,13.062631,80.323904,Central,Triplicane,Robbery,7,Clear,0,0,0,3.19,Low,Good,0.34,0,1
CR000219,2021-01-25,13:50:03,13,Monday,1,2021,13.061165,80.229762,Central,Nungambakkam,Assault,8,Clear,0,0,0,0.82,Medium,Poor,0.21,1,1
CR000220,2020-04-22,21:07:14,21,Wednesday,4,2020,13.182085,80.303091,North,Tiruvottiyur,Eve-teasing,2,Hot,0,0,1,1.1,Low,Poor,0.28,1,1
CR000221,2020-02-11,09:24:27,9,Tuesday,2,2020,12.94765,80.139129,South,Tambaram,Kidnapping,8,Clear,0,0,0,3.2,Low,Moderate,0.05,0,1
CR000222,2024-03-04,03:26:44,3,Monday,3,2024,13.132215,80.283332,North,Washermanpet,Vehicle-theft,4,Rainy,0,0,1,3.77,High,Poor,0.29,1,1
CR000223,2020-11-13,13:54:21,13,Friday,11,2020,13.094181,80.197066,West,Anna Nagar,Murder,10,Hot,0,0,0,5.03,Medium,Poor,0.38,1,1
CR000224,2021-02-10,20:19:13,20,Wednesday,2,2021,13.13429,80.294115,North,Tiruvottiyur,Theft,4,Rainy,0,0,1,4.85,Medium,Good,0.19,1,1
CR000225,2021-06-01,04:23:43,4,Tuesday,6,2021,13.121805,80.296685,North,Royapuram,Vehicle-theft,5,Rainy,0,0,1,0.94,Medium,Moderate,0.14,0,1
CR000226,2019-08-15,05:30:19,5,Thursday,8,2019,13.108187,80.262036,North,Washermanpet,Vehicle-theft,5,Clear,0,0,1,4.25,Medium,Poor,0.37,1,1
CR000227,2020-08-11,16:15:42,16,Tuesday,8,2020,12.998533,80.24188,East,Thiruvanmiyur,Theft,5,Foggy,0,0,0,0.68,Low,Good,0.26,1,1
CR000228,2020-12-01,19:32:38,19,Tuesday,12,2020,13.015637,80.265636,South,Adyar,Eve-teasing,5,Hot,0,0,1,5.94,Medium,Good,0.28,1,1
CR000229,2023-05-18,19:27:43,19,Thursday,5,2023,13.029787,80.260533,Central,Mylapore,Vehicle-theft,4,Rainy,0,0,1,1.52,Medium,Poor,0.11,1,1
CR000230,2019-09-07,22:15:58,22,Saturday,9,2019,13.075841,80.207584,West,Anna Nagar,Vehicle-theft,7,Rainy,0,1,1,2.32,High,Moderate,0.28,0,1
CR000231,2021-12-26,05:26:25,5,Sunday,12,2021,13.168905,80.296125,North,Tiruvottiyur,Robbery,8,Clear,0,1,1,1.36,Medium,Poor,0.19,1,1
CR000232,2024-01-04,13:13:35,13,Thursday,1,2024,13.032661,80.245712,South,T.Nagar,Eve-teasing,5,Clear,0,0,0,1.47,Low,Poor,0.3,1,1
CR000233,2019-05-22,15:36:00,15,Wednesday,5,2019,13.057589,80.289383,Central,Triplicane,Kidnapping,9,Rainy,0,0,0,1.14,Very High,Poor,0.34,0,1
CR000234,2020-11-25,13:19:56,13,Wednesday,11,2020,13.009184,80.194103,South,Guindy,Assault,8,Clear,1,0,0,3.1,High,Poor,0.27,1,1
CR000235,2024-06-15,02:41:18,2,Saturday,6,2024,13.041426,80.230945,South,T.Nagar,Theft,5,Foggy,0,1,1,0.66,Very High,Good,0.19,0,1
CR000236,2024-02-02,19:11:17,19,Friday,2,2024,13.104137,80.23397,North,Perambur,Eve-teasing,2,Rainy,0,0,1,2.47,Low,Poor,0.29,0,1
CR000237,2023-08-24,17:10:37,17,Thursday,8,2023,13.099738,80.197473,West,Anna Nagar,Burglary,7,Clear,0,0,0,2.04,Low,Poor,0.16,1,1
CR000238,2020-03-28,14:35:57,14,Saturday,3,2020,12.958281,80.254355,East,Thiruvanmiyur,Theft,4,Clear,0,1,0,1.24,Medium,Moderate,0.27,1,1
CR000239,2020-11-29,02:33:09,2,Sunday,11,2020,13.007088,80.235908,South,Guindy,Robbery,8,Foggy,0,1,1,2.93,High,Poor,0.16,0,1
CR000240,2023-07-29,11:24:18,11,Saturday,7,2023,13.120499,80.292136,North,Washermanpet,Eve-teasing,3,Foggy,0,1,0,5.93,Very High,Moderate,0.29,0,1
CR000241,2020-10-05,10:16:58,10,Monday,10,2020,13.128394,80.141975,West,Ambattur,Burglary,5,Clear,0,0,0,5.03,Medium,Poor,0.33,0,1
CR000242,2020-05-21,06:41:11,6,Thursday,5,2020,13.078351,80.278739,Central,Egmore,Drug-offense,9,Clear,0,0,0,0.75,Very High,Poor,0.08,1,1
CR000243,2020-01-26,21:57:05,21,Sunday,1,2020,13.049403,80.287253,East,Marina,Vehicle-theft,6,Foggy,0,1,1,1.29,Low,Moderate,0.08,0,1
CR000244,2021-01-10,08:29:11,8,Sunday,1,2021,13.098609,80.138996,West,Ambattur,Theft,5,Hot,0,1,0,3.31,Low,Good,0.2,1,1
CR000245,2023-02-03,01:37:47,1,Friday,2,2023,13.044467,80.068897,West,Porur,Fraud,5,Clear,0,0,1,5.17,Medium,Moderate,0.19,1,1
CR000246,2022-09-23,01:55:36,1,Friday,9,2022,12.969071,80.267095,South,Adyar,Fraud,5,Clear,0,0,1,3.14,Medium,Good,0.34,1,1
CR000247,2021-12-08,17:48:24,17,Wednesday,12,2021,12.983479,80.239496,South,Guindy,Drug-offense,9,Foggy,0,0,0,5.71,Very High,Moderate,0.13,0,1
CR000248,2021-12-23,19:23:46,19,Thursday,12,2021,12.977484,80.260101,South,Adyar,Murder,10,Hot,0,0,1,2.33,Medium,Good,0.34,0,1
CR000249,2022-10-21,19:16:17,19,Friday,10,2022,12.968507,80.23259,South,Velachery,Robbery,8,Hot,1,0,1,3.77,Medium,Good,0.22,0,1
CR000250,2022-09-02,17:09:02,17,Friday,9,2022,13.146454,80.151963,West,Ambattur,Kidnapping,8,Hot,0,0,0,2.84,Medium,Moderate,0.28,0,1
CR000251,2019-06-11,15:07:16,15,Tuesday,6,2019,13.044971,80.234041,Central,Nungambakkam,Fraud,6,Rainy,0,0,0,5.77,High,Poor,0.34,1,1
CR000252,2023-03-31,18:34:14,18,Friday,3,2023,13.008315,80.240683,South,T.Nagar,Assault,6,Clear,0,0,0,5.65,High,Good,0.06,1,1
CR000253,2020-07-19,09:56:25,9,Sunday,7,2020,13.04786,80.163022,West,K.K. Nagar,Kidnapping,8,Foggy,0,1,0,3.17,Medium,Moderate,0.13,0,1
CR000254,2021-05-23,06:00:12,6,Sunday,5,2021,12.972418,80.255032,East,Thiruvanmiyur,Vehicle-theft,5,Rainy,0,1,0,1.08,Medium,Good,0.35,1,1
CR000255,2021-02-01,12:31:53,12,Monday,2,2021,13.0601,80.195128,West,Anna Nagar,Eve-teasing,4,Foggy,0,0,0,3.93,Medium,Moderate,0.24,0,1
CR000256,2024-07-18,14:11:33,14,Thursday,7,2024,13.057964,80.226415,Central,Nungambakkam,Murder,10,Rainy,0,0,0,4.82,Low,Poor,0.15,0,1
CR000257,2024-12-08,11:19:50,11,Sunday,12,2024,12.955966,80.122031,South,Tambaram,Drug-offense,8,Hot,0,1,0,3.38,Low,Moderate,0.26,1,1
CR000258,2019-12-15,23:58:31,23,Sunday,12,2019,13.028492,80.267202,Central,Mylapore,Murder,8,Rainy,0,1,1,1.33,Medium,Moderate,0.37,1,1
CR000259,2022-09-22,23:05:50,23,Thursday,9,2022,13.087552,80.232954,North,Perambur,Kidnapping,8,Clear,0,0,1,2.82,Medium,Good,0.16,0,1
CR000260,2022-12-19,17:14:58,17,Monday,12,2022,12.996329,80.228583,South,Adyar,Robbery,6,Hot,0,0,0,0.93,Low,Moderate,0.1,0,1
CR000261,2023-01-20,17:41:04,17,Friday,1,2023,13.111277,80.242301,North,Perambur,Burglary,6,Hot,0,0,0,2.76,Low,Good,0.35,1,1
CR000262,2022-03-05,12:27:42,12,Saturday,3,2022,13.067787,80.244037,Central,Nungambakkam,Vehicle-theft,6,Clear,0,1,0,2.56,Low,Poor,0.11,0,1
CR000263,2024-06-26,23:38:45,23,Wednesday,6,2024,13.025609,80.057092,West,Porur,Robbery,8,Foggy,0,0,1,5.81,Low,Poor,0.09,1,1
CR000264,2021-08-24,07:56:18,7,Tuesday,8,2021,13.076767,80.213382,West,Anna Nagar,Assault,6,Hot,0,0,0,3.06,Very High,Moderate,0.35,0,1
CR000265,2023-08-06,07:39:53,7,Sunday,8,2023,13.081353,80.285803,North,Washermanpet,Robbery,6,Foggy,0,1,0,0.52,Very High,Moderate,0.09,1,1
CR000266,2020-04-19,08:04:40,8,Sunday,4,2020,12.924309,80.155171,South,Tambaram,Kidnapping,10,Rainy,0,1,0,1.82,Medium,Poor,0.23,1,1
CR000267,2019-11-14,21:55:49,21,Thursday,11,2019,13.067606,80.230834,Central,Nungambakkam,Fraud,5,Hot,0,0,1,1.88,Low,Moderate,0.16,1,1
CR000268,2019-09-12,06:42:22,6,Thursday,9,2019,13.119221,80.213838,North,Perambur,Assault,8,Rainy,0,0,0,5.22,Medium,Moderate,0.31,0,1
CR000269,2022-06-25,19:44:35,19,Saturday,6,2022,13.047208,80.274731,Central,Mylapore,Murder,9,Foggy,0,1,1,3.52,Medium,Good,0.36,1,1
CR000270,2021-06-17,06:39:09,6,Thursday,6,2021,13.061407,80.260652,Central,Egmore,Vehicle-theft,4,Rainy,0,0,0,2.54,High,Good,0.15,0,1
CR000271,2021-08-07,17:14:08,17,Saturday,8,2021,13.036319,80.274674,Central,Mylapore,Murder,8,Rainy,0,1,0,3.78,Medium,Moderate,0.33,1,1
CR000272,2022-06-12,02:42:32,2,Sunday,6,2022,12.969818,80.224162,South,Adyar,Vehicle-theft,7,Clear,0,1,1,1.34,Low,Moderate,0.39,1,1
CR000273,2021-01-02,11:04:15,11,Saturday,1,2021,13.059048,80.274328,Central,Triplicane,Vehicle-theft,4,Rainy,0,1,0,5.19,High,Good,0.18,0,1
CR000274,2023-04-05,14:33:27,14,Wednesday,4,2023,13.007571,80.204141,South,Guindy,Fraud,6,Clear,0,0,0,5.69,Medium,Moderate,0.32,1,1
CR000275,2020-02-05,21:41:09,21,Wednesday,2,2020,13.123313,80.156968,West,Ambattur,Drug-offense,7,Rainy,0,0,1,3.37,Low,Moderate,0.25,1,1
CR000276,2021-07-16,10:22:22,10,Friday,7,2021,12.99452,80.213379,South,Guindy,Fraud,4,Clear,0,0,0,2.1,Very High,Poor,0.24,1,1
CR000277,2021-03-11,03:05:08,3,Thursday,3,2021,13.057326,80.054611,West,Porur,Drug-offense,9,Foggy,0,0,1,3.42,Low,Good,0.29,1,1
CR000278,2024-05-07,20:08:21,20,Tuesday,5,2024,13.100807,80.251506,North,Perambur,Burglary,7,Rainy,0,0,1,5.34,Medium,Good,0.25,0,1
CR000279,2022-12-17,00:23:50,0,Saturday,12,2022,13.012689,80.257074,South,Adyar,Eve-teasing,4,Foggy,0,1,1,1.59,Medium,Good,0.38,1,1
CR000280,2024-02-05,09:20:35,9,Monday,2,2024,13.147298,80.313618,North,Tiruvottiyur,Vehicle-theft,5,Rainy,0,0,0,0.65,Medium,Moderate,0.05,0,1
CR000281,2022-02-07,04:38:38,4,Monday,2,2022,13.076249,80.251494,Central,Egmore,Eve-teasing,4,Foggy,0,0,1,4.4,Low,Good,0.11,0,1
CR000282,2023-07-16,11:44:44,11,Sunday,7,2023,13.074686,80.286937,Central,Egmore,Drug-offense,6,Hot,0,1,0,3.23,Very High,Moderate,0.36,0,1
CR000283,2020-04-29,10:49:42,10,Wednesday,4,2020,13.043163,80.234911,South,T.Nagar,Kidnapping,9,Foggy,0,0,0,4.39,High,Good,0.16,1,1
CR000284,2019-07-12,01:16:39,1,Friday,7,2019,13.055007,80.055994,West,Porur,Eve-teasing,2,Rainy,0,0,1,2.66,Medium,Good,0.22,1,1
CR000285,2021-09-24,03:59:55,3,Friday,9,2021,13.00866,80.183403,South,Guindy,Assault,7,Hot,0,0,1,4.72,Very High,Moderate,0.16,0,1
CR000286,2019-06-16,08:02:22,8,Sunday,6,2019,13.144809,80.246356,North,Perambur,Theft,4,Rainy,0,1,0,3.91,Low,Poor,0.22,1,1
CR000287,2023-12-06,07:24:24,7,Wednesday,12,2023,13.05699,80.236119,South,T.Nagar,Fraud,5,Rainy,0,0,0,5.67,Low,Poor,0.36,1,1
CR000288,2019-09-04,05:38:36,5,Wednesday,9,2019,13.001242,80.275039,East,Thiruvanmiyur,Assault,8,Hot,0,0,1,1.03,Medium,Good,0.22,0,1
CR000289,2022-01-19,13:59:03,13,Wednesday,1,2022,13.186201,80.296353,North,Tiruvottiyur,Kidnapping,8,Foggy,0,0,0,1.78,Medium,Poor,0.32,0,1
CR000290,2021-10-12,02:46:50,2,Tuesday,10,2021,12.913487,80.14098,South,Tambaram,Theft,3,Clear,0,0,1,2.98,Low,Moderate,0.37,0,1
CR000291,2024-07-11,16:53:11,16,Thursday,7,2024,13.126026,80.149919,West,Ambattur,Fraud,4,Foggy,0,0,0,5.15,Low,Moderate,0.2,1,1
CR000292,2019-09-22,01:03:23,1,Sunday,9,2019,12.988098,80.22369,South,Velachery,Drug-offense,6,Rainy,0,1,1,5.14,Medium,Moderate,0.35,0,1
CR000293,2021-05-03,10:37:37,10,Monday,5,2021,13.015142,80.181348,West,K.K. Nagar,Vehicle-theft,4,Rainy,0,0,0,2.58,Low,Poor,0.11,1,1
CR000294,2023-02-01,13:38:11,13,Wednesday,2,2023,13.009211,80.222874,South,Guindy,Burglary,6,Clear,0,0,0,4.3,High,Poor,0.21,1,1
CR000295,2019-05-13,15:23:12,15,Monday,5,2019,13.075716,80.26176,Central,Nungambakkam,Fraud,7,Clear,0,0,0,4.2,Very High,Moderate,0.13,1,1
CR000296,2022-02-03,10:54:28,10,Thursday,2,2022,13.029289,80.244811,South,T.Nagar,Assault,6,Foggy,0,0,0,4.22,Medium,Poor,0.23,0,1
CR000297,2019-06-23,10:46:27,10,Sunday,6,2019,13.037215,80.249321,Central,Mylapore,Robbery,6,Rainy,0,1,0,4.77,Medium,Poor,0.19,1,1
CR000298,2021-01-09,21:07:35,21,Saturday,1,2021,13.010084,80.290721,East,Besant Nagar,Eve-teasing,5,Clear,0,1,1,4.05,Low,Good,0.26,1,1
CR000299,2021-09-27,10:43:30,10,Monday,9,2021,12.986072,80.220517,South,Velachery,Theft,3,Hot,0,0,0,1.96,Low,Poor,0.06,1,1
CR000300,2020-06-20,06:28:50,6,Saturday,6,2020,13.06153,80.24372,Central,Egmore,Eve-teasing,2,Rainy,0,1,0,5.73,Low,Poor,0.38,0,1
CR000301,2023-03-01,22:11:02,22,Wednesday,3,2023,13.154279,80.306455,North,Tiruvottiyur,Assault,9,Rainy,0,0,1,2.92,Medium,Good,0.29,0,1
CR000302,2024-08-19,05:17:16,5,Monday,8,2024,13.108515,80.28176,North,Royapuram,Vehicle-theft,4,Foggy,0,0,1,3.29,Medium,Moderate,0.07,1,1
CR000303,2023-06-29,12:31:29,12,Thursday,6,2023,13.097374,80.314926,North,Royapuram,Kidnapping,10,Rainy,0,0,0,2.12,Low,Poor,0.07,1,1
CR000304,2020-07-18,11:34:03,11,Saturday,7,2020,13.053875,80.214056,West,Anna Nagar,Kidnapping,9,Rainy,0,1,0,2.83,High,Poor,0.23,1,1
CR000305,2021-02-15,23:31:41,23,Monday,2,2021,12.991014,80.278567,East,Besant Nagar,Assault,6,Clear,0,0,1,5.49,Medium,Moderate,0.28,0,1
CR000306,2021-10-31,09:49:48,9,Sunday,10,2021,13.002003,80.210962,South,Guindy,Vehicle-theft,6,Rainy,0,1,0,1.79,High,Moderate,0.19,0,1
CR000307,2021-09-13,17:51:14,17,Monday,9,2021,12.955753,80.217066,South,Velachery,Robbery,8,Clear,0,0,0,4.83,Medium,Good,0.1,0,1
CR000308,2020-01-31,18:38:42,18,Friday,1,2020,13.039509,80.228825,South,T.Nagar,Fraud,4,Hot,0,0,0,3.22,High,Moderate,0.26,1,1
CR000309,2021-11-21,01:27:58,1,Sunday,11,2021,13.093954,80.214515,West,Anna Nagar,Fraud,6,Hot,1,1,1,2.23,High,Poor,0.37,1,1
CR000310,2020-07-26,06:58:58,6,Sunday,7,2020,13.110635,80.231502,North,Perambur,Assault,6,Clear,0,1,0,3.82,Low,Poor,0.07,0,1
CR000311,2022-05-31,13:52:00,13,Tuesday,5,2022,12.985619,80.245941,East,Thiruvanmiyur,Kidnapping,10,Rainy,0,0,0,3.63,Medium,Good,0.32,1,1
CR000312,2022-10-12,05:45:47,5,Wednesday,10,2022,13.044307,80.081294,West,Porur,Theft,3,Hot,0,0,1,1.94,Low,Poor,0.34,0,1
CR000313,2019-03-29,06:20:47,6,Friday,3,2019,13.067895,80.278638,Central,Triplicane,Vehicle-theft,6,Clear,0,0,0,2.87,Very High,Poor,0.12,1,1
CR000314,2019-12-17,17:52:44,17,Tuesday,12,2019,13.017558,80.207595,South,Guindy,Burglary,7,Hot,0,0,0,0.61,Very High,Poor,0.27,1,1
CR000315,2020-04-08,01:38:20,1,Wednesday,4,2020,13.000644,80.267371,East,Besant Nagar,Kidnapping,8,Rainy,0,0,1,3.79,Medium,Poor,0.26,0,1
CR000316,2022-08-05,01:09:56,1,Friday,8,2022,13.087734,80.195626,West,Anna Nagar,Kidnapping,8,Hot,0,0,1,4.39,Very High,Poor,0.3,1,1
CR000317,2020-04-26,15:35:37,15,Sunday,4,2020,13.000567,80.221656,South,Guindy,Drug-offense,6,Foggy,0,1,0,2.79,Low,Poor,0.2,0,1
